,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
302,Standard Class,Corporate,New Jersey,East,Office Supplies,Binders,2.658859956911438,1,0.0,P
303,Standard Class,Consumer,Illinois,Central,Furniture,Tables,5.389414136941914,3,0.5,L
304,Second Class,Corporate,New York,East,Furniture,Furnishings,3.288401887516811,2,0.0,P
305,Standard Class,Corporate,Michigan,Central,Office Supplies,Art,2.286455711064162,3,0.0,P
306,Standard Class,Home Office,New Jersey,East,Office Supplies,Binders,3.8172726688823353,3,0.0,P
307,Standard Class,Home Office,New Jersey,East,Office Supplies,Art,5.66711849028461,6,0.0,P
308,First Class,Consumer,Virginia,South,Office Supplies,Art,1.5871923034867805,1,0.0,P
309,Second Class,Corporate,Colorado,West,Furniture,Furnishings,2.7170760123095223,4,0.2,P
310,Second Class,Corporate,Colorado,West,Furniture,Chairs,6.145832346220285,2,0.2,P
311,Second Class,Corporate,Colorado,West,Furniture,Furnishings,2.7233984780490093,1,0.2,P
312,Second Class,Corporate,Colorado,West,Office Supplies,Labels,1.834818958688502,3,0.2,P
313,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,4.47209583176275,3,0.0,P
314,Standard Class,Corporate,Florida,South,Technology,Phones,5.183938530025215,2,0.2,P
315,Standard Class,Corporate,Florida,South,Office Supplies,Paper,2.7441892477180834,3,0.2,P
316,First Class,Corporate,Pennsylvania,East,Office Supplies,Art,4.596492644794403,4,0.2,P
317,Standard Class,Home Office,New York,East,Furniture,Chairs,4.911786862053653,1,0.1,P
318,Standard Class,Home Office,New York,East,Technology,Machines,8.292042627398764,2,0.0,P
319,Standard Class,Home Office,New York,East,Technology,Phones,5.620183450779887,6,0.0,P
320,Standard Class,Home Office,New York,East,Technology,Accessories,5.886104031450156,4,0.0,P
321,Standard Class,Home Office,New York,East,Office Supplies,Storage,3.774368840129351,1,0.0,P
322,Standard Class,Corporate,California,West,Office Supplies,Fasteners,1.9685099809725544,2,0.0,P
323,Standard Class,Corporate,California,West,Office Supplies,Binders,5.527522509240842,6,0.2,P
324,Standard Class,Corporate,California,West,Technology,Accessories,4.605070180987758,1,0.0,P
325,Second Class,Corporate,Tennessee,South,Furniture,Furnishings,2.772088597198099,1,0.2,P
326,First Class,Consumer,Pennsylvania,East,Technology,Phones,5.672972690262672,3,0.4,L
327,First Class,Consumer,Pennsylvania,East,Office Supplies,Storage,3.9931236148646954,2,0.2,P
328,First Class,Consumer,Pennsylvania,East,Furniture,Chairs,6.667902909604663,4,0.3,L
329,First Class,Consumer,Pennsylvania,East,Office Supplies,Labels,4.607567310587813,10,0.2,P
330,First Class,Consumer,Pennsylvania,East,Office Supplies,Binders,3.63135626787027,6,0.7,L
331,Second Class,Consumer,Pennsylvania,East,Technology,Phones,4.416428061391214,2,0.4,L
332,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,3.031292448952542,2,0.7,L
333,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,1.588418545210025,3,0.7,L
334,Second Class,Consumer,California,West,Office Supplies,Binders,1.5585655820603437,1,0.2,P
335,Second Class,Consumer,California,West,Technology,Copiers,6.866916617656325,2,0.2,P
336,Second Class,Consumer,California,West,Office Supplies,Binders,2.665003511559844,4,0.2,P
337,Standard Class,Corporate,California,West,Office Supplies,Binders,2.0427775573082445,2,0.2,P
338,Standard Class,Corporate,California,West,Furniture,Tables,6.5487232736411425,3,0.2,L
339,Second Class,Consumer,Utah,West,Office Supplies,Fasteners,1.601405740736836,4,0.0,P
340,Second Class,Corporate,Pennsylvania,East,Office Supplies,Art,2.8823395861989005,4,0.2,P
341,Second Class,Corporate,Pennsylvania,East,Office Supplies,Binders,6.234351900458788,10,0.7,L
342,Second Class,Corporate,Pennsylvania,East,Office Supplies,Fasteners,3.4337291066646403,13,0.2,P
343,Second Class,Corporate,Pennsylvania,East,Technology,Phones,4.2756656186824715,12,0.4,P
344,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,4.486386649998124,4,0.2,L
345,Standard Class,Consumer,California,West,Technology,Phones,3.8707008858662086,3,0.2,P
346,Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,2.0228711901914416,3,0.0,P
347,Standard Class,Consumer,Massachusetts,East,Office Supplies,Paper,3.2011191032789417,2,0.0,P
348,Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,2.561867690924129,2,0.0,P
349,First Class,Home Office,New York,East,Technology,Accessories,1.9154509415706047,1,0.0,P
350,First Class,Home Office,New York,East,Office Supplies,Paper,3.2011191032789417,2,0.0,P
351,First Class,Home Office,New York,East,Office Supplies,Binders,1.1144856378244,1,0.2,P
352,First Class,Home Office,New York,East,Office Supplies,Paper,3.894266283838887,4,0.0,P
353,First Class,Home Office,New York,East,Office Supplies,Binders,8.37911846489158,4,0.2,P
354,Standard Class,Consumer,New York,East,Furniture,Bookcases,5.962818128517861,6,0.2,L
355,Standard Class,Consumer,New York,East,Office Supplies,Envelopes,2.1114245875328868,2,0.0,P
356,Standard Class,Consumer,New York,East,Office Supplies,Art,2.8355635214011694,4,0.0,P
357,Standard Class,Consumer,New York,East,Office Supplies,Paper,3.5380565643793527,5,0.0,P
358,Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,3.5901634811747787,5,0.2,P
359,First Class,Corporate,Georgia,South,Office Supplies,Appliances,6.473643752283851,8,0.0,P
360,First Class,Corporate,Georgia,South,Office Supplies,Labels,3.0301337002713233,2,0.0,P
361,Standard Class,Consumer,New York,East,Office Supplies,Labels,3.0301337002713233,2,0.0,P
362,Standard Class,Consumer,New York,East,Furniture,Chairs,6.1916383009332705,3,0.1,P
363,Standard Class,Consumer,New York,East,Office Supplies,Art,1.715598108262491,2,0.0,P
364,Standard Class,Consumer,New York,East,Furniture,Furnishings,3.8526975393433314,8,0.0,P
365,Standard Class,Consumer,California,West,Office Supplies,Storage,5.356397577624562,4,0.0,P
366,Same Day,Corporate,Connecticut,East,Office Supplies,Binders,3.1441522786722644,4,0.0,P
367,Same Day,Corporate,Connecticut,East,Office Supplies,Supplies,1.9960599327407849,2,0.0,P
368,Same Day,Corporate,Connecticut,East,Office Supplies,Storage,4.65195834748685,7,0.0,P
369,Same Day,Corporate,Connecticut,East,Furniture,Bookcases,6.950738137153992,4,0.0,P
370,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,3.255014871484074,5,0.2,P
371,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,3.978260083201299,3,0.2,P
372,Standard Class,Consumer,Arizona,West,Office Supplies,Binders,2.0992441689760155,5,0.7,L
373,Standard Class,Consumer,Arizona,West,Technology,Accessories,6.931409303646247,8,0.2,P
374,Standard Class,Consumer,Arizona,West,Office Supplies,Art,2.2235418856535927,1,0.2,P
375,Standard Class,Consumer,Arizona,West,Technology,Accessories,6.171784101231264,10,0.2,L
376,First Class,Corporate,Illinois,Central,Office Supplies,Paper,4.596492644794403,4,0.2,P
377,Standard Class,Corporate,Massachusetts,East,Furniture,Tables,7.305473121040127,7,0.3,L
378,Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,2.1577905080908124,3,0.8,L
379,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,3.1710292154109814,3,0.2,P
380,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,2.49946680111933,4,0.8,L
381,First Class,Corporate,California,West,Office Supplies,Paper,3.931041011263908,7,0.0,P
382,First Class,Corporate,California,West,Office Supplies,Binders,3.902699677967262,3,0.2,P
383,Second Class,Corporate,Michigan,Central,Technology,Accessories,3.735285826928092,2,0.0,P
384,Standard Class,Consumer,Florida,South,Furniture,Tables,5.92814528237514,3,0.45,L
385,Standard Class,Consumer,Florida,South,Technology,Accessories,4.430531043733496,3,0.2,L
386,Standard Class,Corporate,Pennsylvania,East,Technology,Machines,6.1786492595679245,4,0.7,L
387,Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,1.085189268335969,1,0.2,P
388,First Class,Consumer,Ohio,East,Office Supplies,Art,0.9646998710818426,1,0.2,P
389,Standard Class,Consumer,New York,East,Office Supplies,Binders,3.151025157960026,4,0.2,P
390,Standard Class,Consumer,New York,East,Technology,Accessories,3.6883793290722537,2,0.0,P
391,Second Class,Consumer,Washington,West,Technology,Phones,5.506891294486057,2,0.2,P
392,Second Class,Consumer,Washington,West,Technology,Copiers,7.495525277078699,3,0.0,P
393,Second Class,Corporate,Illinois,Central,Office Supplies,Binders,2.52268401412203,3,0.8,L
394,Standard Class,Home Office,Nevada,West,Office Supplies,Binders,4.327992746181396,3,0.2,P
395,Second Class,Corporate,Rhode Island,East,Office Supplies,Storage,3.911222685257377,2,0.0,P
396,Second Class,Corporate,Rhode Island,East,Office Supplies,Paper,2.561867690924129,2,0.0,P
397,Standard Class,Home Office,Michigan,Central,Office Supplies,Supplies,4.250208060053033,4,0.0,P
398,Second Class,Consumer,Texas,Central,Office Supplies,Storage,3.582184715442973,3,0.2,P
399,Second Class,Consumer,Texas,Central,Furniture,Bookcases,7.781666804510807,4,0.32,L
400,Second Class,Consumer,Texas,Central,Office Supplies,Storage,4.876234952616435,4,0.2,L
401,Second Class,Consumer,Texas,Central,Technology,Accessories,4.053244751336675,2,0.2,P
402,First Class,Consumer,Florida,South,Office Supplies,Paper,2.2584241972082757,2,0.2,P
403,Standard Class,Corporate,North Carolina,South,Office Supplies,Art,3.6654060979282943,6,0.2,P
404,Standard Class,Consumer,New York,East,Office Supplies,Appliances,3.5810158082379915,3,0.0,P
405,Standard Class,Consumer,California,West,Technology,Accessories,5.19267903452504,5,0.0,P
406,Standard Class,Consumer,California,West,Technology,Copiers,7.090056835576089,3,0.2,P
407,Standard Class,Consumer,California,West,Office Supplies,Paper,3.3013770463799443,5,0.0,P
408,Standard Class,Consumer,California,West,Furniture,Tables,6.911771204348439,7,0.2,L
409,Standard Class,Consumer,California,West,Office Supplies,Paper,2.2700619012884857,1,0.0,P
410,Standard Class,Consumer,California,West,Office Supplies,Labels,3.3446270301737613,9,0.0,P
411,Standard Class,Consumer,California,West,Office Supplies,Paper,4.0249944840873075,1,0.0,P
412,Standard Class,Consumer,California,West,Furniture,Bookcases,7.19805567064253,13,0.15,P
413,Standard Class,Consumer,California,West,Furniture,Chairs,4.732401776464086,2,0.2,L
414,Standard Class,Corporate,Washington,West,Office Supplies,Paper,4.940641922275721,7,0.0,P
415,Standard Class,Corporate,Washington,West,Furniture,Chairs,5.72729064623578,4,0.2,P
416,Standard Class,Consumer,California,West,Office Supplies,Art,4.5635145107192585,8,0.0,P
417,Standard Class,Consumer,California,West,Furniture,Chairs,5.950121583573599,5,0.2,P
418,Standard Class,Corporate,Kentucky,South,Office Supplies,Paper,1.7544036826842861,1,0.0,P
419,Standard Class,Corporate,California,West,Office Supplies,Art,2.2321626286975,4,0.0,P
420,Standard Class,Corporate,California,West,Office Supplies,Envelopes,2.7245795030534206,1,0.0,P
421,First Class,Consumer,Colorado,West,Technology,Accessories,5.281944052430092,6,0.2,P
422,Standard Class,Corporate,Massachusetts,East,Furniture,Furnishings,4.0353020215883175,4,0.0,P
423,Standard Class,Corporate,Massachusetts,East,Office Supplies,Storage,3.487375077903208,3,0.0,P
424,Second Class,Consumer,Mississippi,South,Furniture,Chairs,6.764346695686781,4,0.0,P
425,Second Class,Corporate,Michigan,Central,Furniture,Furnishings,3.3463891451671604,2,0.0,P
426,Second Class,Corporate,Michigan,Central,Office Supplies,Binders,5.6626826637707754,8,0.0,P
427,First Class,Home Office,New York,East,Technology,Machines,4.248352374701448,1,0.0,P
428,Standard Class,Corporate,Texas,Central,Office Supplies,Art,1.8979196650564456,6,0.2,P
429,Standard Class,Home Office,North Carolina,South,Office Supplies,Binders,5.244853296678712,2,0.7,L
430,Standard Class,Home Office,North Carolina,South,Technology,Accessories,6.013089043204644,7,0.2,P
431,Standard Class,Home Office,North Carolina,South,Technology,Accessories,5.676616806583431,5,0.2,P
432,Standard Class,Home Office,North Carolina,South,Office Supplies,Storage,1.5619269297630487,2,0.2,L
433,First Class,Consumer,Massachusetts,East,Office Supplies,Storage,6.571303042160927,5,0.0,P
434,Standard Class,Consumer,Florida,South,Office Supplies,Binders,1.5711127981124324,2,0.7,L
435,Standard Class,Consumer,Florida,South,Technology,Accessories,5.512621969195042,5,0.2,L
436,Second Class,Home Office,Illinois,Central,Technology,Machines,6.9157026150809635,3,0.3,P
437,Second Class,Home Office,Illinois,Central,Office Supplies,Paper,5.747761081828411,7,0.2,P
438,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,3.461727881402188,8,0.2,P
439,Second Class,Corporate,New York,East,Furniture,Chairs,5.336797420865883,3,0.1,P
440,Second Class,Consumer,Michigan,Central,Furniture,Furnishings,2.503073953743449,1,0.0,P
441,Second Class,Consumer,Michigan,Central,Office Supplies,Storage,5.272691818909064,3,0.0,P
442,Second Class,Consumer,Michigan,Central,Office Supplies,Storage,4.261975403606051,3,0.0,P
443,Second Class,Consumer,Michigan,Central,Office Supplies,Paper,4.5148077459077,4,0.0,P
444,Second Class,Consumer,Michigan,Central,Furniture,Chairs,5.492814499272125,3,0.0,P
445,Second Class,Consumer,Michigan,Central,Office Supplies,Labels,3.093312601892855,7,0.0,P
446,Second Class,Consumer,Indiana,Central,Furniture,Furnishings,1.0681530811834012,1,0.0,P
447,Second Class,Consumer,New York,East,Office Supplies,Art,4.086312390524837,3,0.0,P
448,Second Class,Consumer,New York,East,Office Supplies,Storage,5.087225896257968,3,0.0,P
449,Second Class,Consumer,New York,East,Office Supplies,Art,5.57549445435467,6,0.0,P
450,Second Class,Consumer,New York,East,Office Supplies,Art,3.4170707308184456,3,0.0,P
451,Second Class,Consumer,New York,East,Office Supplies,Art,2.286455711064162,3,0.0,P
452,Second Class,Consumer,New York,East,Technology,Phones,3.558770768766916,4,0.0,P
453,Standard Class,Corporate,Ohio,East,Furniture,Tables,5.650255107638392,2,0.4,L
454,Standard Class,Corporate,Ohio,East,Office Supplies,Storage,6.500400386355505,2,0.2,P
455,Standard Class,Corporate,Oklahoma,Central,Technology,Accessories,4.1570063233468115,4,0.0,P
456,Standard Class,Consumer,California,West,Furniture,Chairs,4.864205839849751,2,0.2,L
457,Standard Class,Consumer,Illinois,Central,Furniture,Chairs,6.616811894227984,3,0.3,L
458,Standard Class,Consumer,Illinois,Central,Office Supplies,Envelopes,2.189192405638955,2,0.2,P
459,Standard Class,Consumer,Washington,West,Office Supplies,Appliances,4.643621372362344,4,0.0,P
460,Standard Class,Consumer,Washington,West,Technology,Accessories,6.802294758323978,9,0.0,P
461,Standard Class,Consumer,Washington,West,Office Supplies,Binders,3.937924642950799,3,0.2,P
462,Standard Class,Home Office,Arizona,West,Furniture,Furnishings,3.159550358783386,5,0.2,P
463,Standard Class,Home Office,Arizona,West,Furniture,Tables,7.148840904306785,6,0.5,L
464,Standard Class,Home Office,Arizona,West,Office Supplies,Binders,3.349377632932359,5,0.7,L
465,Standard Class,Home Office,Arizona,West,Office Supplies,Supplies,5.222386194914214,2,0.2,L
466,Standard Class,Home Office,Arizona,West,Office Supplies,Appliances,4.360189940064707,2,0.2,P
467,Standard Class,Home Office,Illinois,Central,Furniture,Furnishings,5.540259119323016,7,0.6,L
468,Standard Class,Corporate,Texas,Central,Furniture,Bookcases,5.324632077459439,2,0.32,L
469,Second Class,Consumer,Illinois,Central,Office Supplies,Binders,1.5661127876957268,3,0.8,L
470,Standard Class,Corporate,New York,East,Office Supplies,Paper,4.016022595446631,1,0.0,P
471,Second Class,Consumer,California,West,Office Supplies,Storage,5.831647845654097,3,0.0,P
472,Second Class,Consumer,California,West,Furniture,Bookcases,5.4056728908520775,2,0.15,P
473,Second Class,Consumer,California,West,Technology,Phones,6.556732900579498,4,0.2,P
474,Second Class,Consumer,California,West,Office Supplies,Storage,4.527424837363238,6,0.0,P
475,Second Class,Consumer,California,West,Office Supplies,Paper,4.137563681342077,7,0.0,P
476,Second Class,Consumer,California,West,Office Supplies,Paper,4.552296696381023,5,0.0,P
477,Standard Class,Corporate,California,West,Technology,Phones,4.561845061249718,6,0.2,P
478,Standard Class,Consumer,New York,East,Furniture,Furnishings,3.6938669956249757,3,0.0,P
479,Standard Class,Corporate,New York,East,Office Supplies,Art,2.6878474937846906,5,0.0,P
480,Standard Class,Corporate,New York,East,Office Supplies,Storage,6.557133406756482,5,0.0,P
481,Standard Class,Consumer,California,West,Technology,Accessories,2.2071749081893874,3,0.0,P
482,Standard Class,Consumer,New York,East,Office Supplies,Art,1.7850704810772584,2,0.0,P
483,Standard Class,Consumer,New York,East,Technology,Accessories,5.075048807420676,2,0.0,P
484,First Class,Home Office,California,West,Office Supplies,Labels,3.3877743613300146,2,0.0,P
485,First Class,Home Office,California,West,Furniture,Bookcases,6.242544225615093,5,0.15,L
486,First Class,Home Office,California,West,Technology,Phones,5.634646735821339,5,0.2,P
487,First Class,Consumer,Illinois,Central,Technology,Phones,7.914234734728897,6,0.2,P
488,Second Class,Home Office,Texas,Central,Technology,Phones,2.0784410413462524,1,0.2,P
489,Second Class,Home Office,Texas,Central,Technology,Accessories,4.158633052104463,2,0.2,P
490,Second Class,Home Office,Texas,Central,Office Supplies,Art,4.253738614372351,2,0.2,P
491,Standard Class,Consumer,New York,East,Office Supplies,Storage,6.107356907675215,5,0.0,P
492,Standard Class,Consumer,New York,East,Office Supplies,Envelopes,2.4042387467205457,3,0.0,P
493,Standard Class,Consumer,Washington,West,Technology,Accessories,4.54308199367467,2,0.0,P
